,chw_supply_temp,chw_return_temp,cw_supply_temp,cw_return_temp,outdoor_temp,outdoor_rh,total_power,ch_kw,chwp_kw,cwp_kw,ct_kw,chwp_freq,cwp_freq,ct_freq
2024-07-01 07:15:00,6.989602848121029,8.059819050265824,25.917051241528977,26.456083738968797,29.244214402379978,85.61626542979144,131.57924017496535,102.76610345582723,9.182584528292695,15.026096364605154,2.604455826240263,50.94588868083054,55.98126795085973,42.17319408175035
2024-07-01 07:30:00,6.906572346170571,8.078613929477928,25.651559847981005,26.723150676327823,29.42450226514388,81.10982308483788,140.40128582380078,111.46738026119552,9.047701504139752,15.03213862487446,2.854065433591036,50.69520910651571,55.988770632724034,43.479593103503625
2024-07-01 07:45:00,7.161856483546096,8.248944957995008,25.915391901142232,26.823013785814243,29.93560880612571,82.09004028159849,133.08891932458286,103.73584718305656,9.273466990465533,15.033343328859464,3.0462618222012936,51.11341218358088,55.99026627471719,44.43445984261973
2024-07-01 08:00:00,7.0117549647096515,8.188648315301704,26.22689568109776,27.47524592931649,30.437307403616497,81.65736601811751,143.82825712009304,113.2793529164739,9.66096307148014,15.504070048766046,3.3838710833729513,51.81565248883389,56.56866307368692,46.01881511362747
2024-07-01 08:15:00,6.987853653480177,8.443818534689226,26.012082496374553,27.176518725547673,29.882654628503413,80.19531124132664,172.41155875072263,141.64315024443977,10.130131409394794,15.355992056763617,3.2822850401244343,52.641209242228435,56.38799257035354,45.553623394911014
2024-07-01 08:30:00,7.1657264605314115,8.72163324487937,25.84717862325492,27.139974324424987,29.877162056753463,81.99229808681842,178.04979385129815,147.5334787277829,9.528928433873554,15.55078993334991,3.4365967562918005,51.57851716839281,56.62542733311792,46.256597892897034
2024-07-01 08:45:00,7.061794808999811,8.670512140026531,26.15667306626858,27.981938120504577,30.277764757082934,77.09359261668054,184.59440971341743,153.35872222184437,9.839172380301786,15.694489036570657,3.702026074700613,52.13231617098508,56.79931104583718,47.418082401601914
2024-07-01 09:00:00,7.04847127053516,8.923425623148399,26.435739277677992,28.008582226759067,30.590075056330367,79.83662414312747,208.61517525803873,177.13246289847376,9.732338077065576,15.791179825359222,3.959194457140177,51.942943867447255,56.91571560644538,48.49159174968286
2024-07-01 09:15:00,6.921509811050924,9.196566432348735,25.89673746241312,27.742832577230953,30.205428470770176,75.40540387206093,248.75442345349663,216.54111328024865,10.11578929909528,16.148716021291506,3.9488048528612145,52.61635459230378,57.34206650200706,48.44913784553543
2024-07-01 09:30:00,6.92262910995084,9.023381697875164,26.426067429241904,28.384475113445955,30.414463088152033,77.19284030457372,234.6018577496467,201.67775482502716,10.550360188971124,16.17221235385602,4.201530381792401,53.35927575347649,57.36986386863253,49.46142966825606
2024-07-01 09:45:00,6.961811195722532,9.538053227347673,26.948045712236254,29.081853714138624,31.240900623870036,77.76784380167415,275.06765831032044,242.28529274384945,10.08016483552626,16.410067284258503,4.29213344668627,52.55451614548293,57.64975440631504,49.81443795509287
2024-07-01 10:00:00,7.041759632654006,9.76486897112835,27.51170392486693,29.823965476159152,31.98246178170802,72.32733610870794,291.5428656686895,258.1044317810028,10.485639582390467,16.368557919764104,4.584236385532103,53.24994202924297,57.60110489594621,50.919777491352285
2024-07-01 10:15:00,7.035958162134014,9.895973993735954,27.735274321956105,30.477564304966126,32.381027246671856,77.288664890987,302.1063064823955,267.95652488844536,10.288228062953626,17.178347642815,4.683205888181479,52.913646505188005,58.53574319636184,51.28360891494008
2024-07-01 10:30:00,6.911234292943379,9.820825108119609,26.83617037425218,29.734099849386126,31.33142125719003,71.84735354776586,308.3396667378602,274.20235334753943,10.633456826021677,16.7231390439036,4.78071752039553,53.498998821886595,58.01406196457663,51.63710156766985
2024-07-01 10:45:00,7.1060537370973655,10.25945929834087,27.050326034034793,29.898095889955687,31.51357613723713,75.16410209969506,325.8026914594068,291.76855729172456,10.215374985642464,16.773651027683112,5.045108154356601,52.7884530287386,58.072413447423216,52.57197865175033
2024-07-01 11:00:00,7.040955229511665,10.42328189545666,27.659997941103143,31.059294919120138,32.10119638235972,66.74015274078246,348.2710498638825,313.6973777714199,10.439205414609631,17.09146683135977,5.0429998464932035,53.17122244307016,58.43689335730958,52.56465450357962
2024-07-01 11:15:00,6.868256554635688,10.369847401401955,27.866151381907347,31.18075832535095,32.56044615406467,71.86140671209385,365.4509891378922,329.6079603310112,11.066929637686227,17.07359352023849,5.702505648956288,54.21630056487091,58.41651622842432,54.762853629810046
2024-07-01 11:30:00,7.041235407413318,10.54720176170186,28.18749906893717,31.35354686407207,33.07882127167757,73.7544216967772,361.7100005233329,326.12756118249786,10.822545224757372,17.109115505433184,5.650778610644487,53.81425105310872,58.45700044569539,54.59676706098461
2024-07-01 11:45:00,7.09529456423836,11.463610004605457,27.99728096953249,31.250154230091507,32.96876129430826,68.37712778620302,440.1867763200055,404.35084217994256,10.798429338808967,17.37362278661297,5.663882014641059,53.77424988099558,58.75671001970608,54.638935363859574
2024-07-01 12:00:00,7.089689618364718,11.066168340900612,28.499755819062152,32.3043734117712,33.55064830788359,73.03618834159984,406.10430442723134,369.34033551450693,11.03810691253228,17.751731690629953,5.97413030956218,54.16919264524865,59.17990304083144,55.61889969979821
2024-07-01 12:15:00,7.024729262741252,11.039870628688895,28.86263445513065,32.09261599878641,33.98047444082041,71.00625546666926,410.93037079762576,373.9230265898868,11.247409754488425,17.45170745834063,6.308226994909873,54.50943365185978,58.84460460353591,56.636959866599106
2024-07-01 12:30:00,7.031259336925401,11.188913681161337,28.916363309107876,32.299992459756446,34.1721090998254,69.09372822916491,426.01042553579873,388.5191729095888,11.475868144741682,17.667969715427184,6.347414766041028,54.87602946059835,59.08667565368376,56.753997300326
2024-07-01 12:45:00,6.876209866183534,10.978136247539558,28.19841831025185,32.17010655422886,32.97354815107002,68.9482019742938,417.2862143109501,379.4383026708571,11.230496579191062,17.898165570980982,6.719249489920861,54.48209728060327,59.342182476738415,57.84126088377174
2024-07-01 13:00:00,7.103562124666531,11.434124417238923,29.50592140469637,33.746073119876975,35.24610459139897,64.46331709543591,434.2159028317101,397.0586084501575,11.021809771003667,17.5501693558928,6.585315254656078,54.14252026285722,58.95506349987218,57.454363722101014
2024-07-01 13:15:00,6.887962922320375,11.390475337749365,28.943154438376045,32.79334684430802,34.01684063825203,66.60877378326423,455.450729818557,417.7544006544032,11.497923389045363,17.78708382884781,6.411321946260654,54.91116201569688,59.21916209961669,56.94383223100247
2024-07-01 13:30:00,6.848915953457755,11.17462491456137,29.224839582177264,33.55306075999497,34.451930718510106,66.49839735264554,434.14448759808727,396.4391837382113,11.142334754077346,18.08718581493496,6.4757832908636415,54.339157176118306,59.55035310670005,57.13403960984163
2024-07-01 13:45:00,7.088000994637233,11.642357416793686,29.70562236881267,33.656155199816936,35.19515740309071,66.92912634464454,456.0005129537186,417.85677382226817,11.227940635650413,18.22000021385402,6.695798281946072,54.477963781870095,59.69575741017152,57.773890831150744
2024-07-01 14:00:00,7.0355207837903215,10.923800153156597,29.64243749564664,33.258251743601676,35.209035898041314,65.59110245567196,392.4413700167828,354.5813300858371,11.059252143297115,17.903815535178552,6.896972252470059,54.20376045216553,59.348426057615185,58.34679280720542
2024-07-01 14:15:00,6.957156432154807,10.948763431479954,28.9177735414558,32.925039886366676,34.53062285389084,65.77206232812539,402.0123242927931,363.76409295036734,11.058117200377222,18.1789032790478,7.011210863000719,54.20190618939109,59.6508404782979,58.66717446425911
2024-07-01 14:30:00,6.904008664743854,11.122167242079366,29.1484811700152,33.178917479609915,33.97632421384465,69.44873432166857,429.1705792099255,390.5396763822946,11.602828684962272,18.28344664683942,6.744627495829203,55.077657029618294,59.76496880796659,57.913989824376614
2024-07-01 14:45:00,7.095332992865769,11.788187172602472,29.156253040236276,33.207578738210415,34.66202657954329,64.5505601016718,468.4227522611255,430.3697548287838,11.268836583889652,18.061324804618188,6.722836043833725,54.54402601489917,59.52195792362339,57.85155042088227
2024-07-01 15:00:00,7.1184319340259234,11.396336682937124,28.756035258834313,32.82458161259952,34.54595120510583,65.76678409906584,433.43870111394466,395.0380863169852,11.483496001882356,18.11378642691108,6.803332368165998,54.88818522372266,59.57953214216962,58.081531412862454
2024-07-01 15:15:00,6.937347872660078,11.332390398300678,28.90161511804681,32.900649649606414,34.401330933661086,63.928389450844755,437.0054710093429,399.529658408021,10.920854986326567,17.881683952089265,6.673273662906045,53.97670597996117,59.32396169686135,57.70903439496951
2024-07-01 15:30:00,6.850711819489969,11.381156784412834,30.153946654398972,33.60042572974248,35.79116078908826,66.2243006494152,450.2638142648542,412.46596838890423,10.923458398275452,18.051428420663143,6.8229590570114365,53.98099479057585,59.51108460221404,58.137330230173255
2024-07-01 15:45:00,6.868588788496189,11.3535850954345,29.476766919951473,33.637829909511154,34.672845041881324,64.23719406668111,449.57376375388776,412.2172352304927,11.176690796912505,18.03073499748648,6.149102728996081,54.39494928097918,59.488335545010614,56.15667842932064
2024-07-01 16:00:00,6.986048173550444,11.385315889195727,29.64608228963599,33.285915522638,34.834346045108674,64.34942301699161,440.6874901347288,403.3601341537442,11.02198146093908,17.970043667487797,6.335330852557714,54.14280139265753,59.421514739938026,56.71795921321815
2024-07-01 16:15:00,6.863712729913366,10.719805443230308,30.12167425212551,33.7415157973918,35.71913321830095,66.50611182820421,393.90967045614127,356.4693139646577,11.208902393000358,18.014281763716706,6.217172334766473,54.44715518006529,59.470235462813314,56.363133700475395
2024-07-01 16:30:00,6.925710428182775,11.362058453449423,28.979522690725982,32.56828082394176,34.05412524197552,65.16208699399213,443.079974828812,406.35544976344016,10.807736915145147,17.513393371176104,6.403394779050582,53.78969546684712,58.91385503328277,56.920353482282614
2024-07-01 16:45:00,6.998508246306118,11.469318596785405,29.001680605490705,32.5066492955566,33.94326315516148,65.07493738919145,455.98454821020766,419.1129457785305,11.472099162313665,17.546971330663464,5.852531938700061,54.8700212169005,58.95148231441786,55.23895152056571
2024-07-01 17:00:00,7.049703057514843,10.792458663083751,29.555391257368708,33.41816677762563,35.10185574774835,66.3569007140039,387.09464075558816,350.41099608359957,11.30496278033246,17.499742814356335,5.878939077299769,54.60225048942668,58.89854454221083,55.321907878355645
2024-07-01 17:15:00,6.991289954973739,10.802123772505109,29.762381185256498,33.114826751307206,34.972449178249306,62.34065912251229,388.5024174686013,352.5644741488968,10.781597752068098,17.407085630374173,5.749259937262246,53.746295919806464,58.79440903916175,54.91211155366408
2024-07-01 17:30:00,6.88612871735105,10.75314023568167,29.07163734404148,32.353438905032924,34.56299590617969,68.0163967599489,393.75383184676014,358.1917449418738,10.68588396349258,17.23536461690623,5.640838324487508,53.58677844072732,58.60043403591333,54.564734541678455
2024-07-01 17:45:00,6.950192589091929,10.479240572015666,28.68459230912006,32.17512418692612,34.322350026552556,66.90954912666162,358.31076612279276,323.328586976942,10.204456800687776,17.34064987443326,5.437072470729744,52.76963957183125,58.71951557480624,53.89964066121867
2024-07-01 18:00:00,6.764899530479499,9.589320236187424,29.228180847395635,32.389308449959636,34.45596062061367,66.52258825669546,293.58037263818875,259.0796016003927,10.099338497321252,17.076682786237235,5.324749754237535,52.587816668885765,58.42003927653447,53.52588992615588
2024-07-01 18:15:00,7.122999163640222,10.253411305769308,29.565217390384262,32.36708269290343,34.747436819300944,65.98400802558912,324.9032576154638,290.4156268329495,10.297545582168825,17.081579114288374,5.108506086057129,52.92961540849543,58.425622256677194,52.79127295865472
2024-07-01 18:30:00,7.043445443306495,10.292283352074486,28.828510050189056,31.150641323644436,34.53871863344095,67.8845327495031,338.40567213069573,304.88540896907136,10.499835129978804,16.359068429566005,4.661359602079587,53.273961267379306,57.5899715432822,51.203741758896264
2024-07-01 18:45:00,6.893400329670219,9.797596256878268,28.63858263815477,31.517324750804256,33.92640558308286,66.10937582037954,309.0830361526817,274.8866364832649,10.608061518632187,16.8415729302778,4.746765220506784,53.45637528765648,58.150692503771474,51.51457008817523
2024-07-01 19:00:00,7.090695023630919,9.858988637791263,28.992677537234435,31.586034783916343,34.141131551273396,71.1274789519742,295.8138812093304,262.1848776090531,10.461410472401775,16.549858165768565,4.617734962106985,53.208895614555786,57.8129902618345,51.043505989024595
2024-07-01 19:15:00,6.936650632090441,9.632974260388233,28.042856173689813,30.42257365096166,33.23043604383886,70.6026326739165,283.2873615581345,250.70727659358815,9.741620942672707,16.323733795967943,4.514730225905669,51.959453300259995,57.54847799459165,50.66111734998523
2024-07-01 19:30:00,7.198893689863703,9.332495429290972,28.963363757985004,31.07826324591253,34.41560517217729,67.43827123915345,234.2300077504485,201.69584736615585,10.0732314968809,16.069755940935416,4.391172946476357,52.542464033310885,57.248454646145184,50.19467846990209
2024-07-01 19:45:00,6.946418600898269,9.101223436501057,28.15719781670709,29.929617737159376,33.1040669790613,71.16830619538045,237.41730164363153,205.3460127396894,10.152904647531592,15.86607275047607,4.052311505934476,52.68062674923929,57.00555190419826,48.86881072703557
2024-07-01 20:00:00,6.971357258837316,8.816634567251926,28.748520568179707,30.47625552435881,33.84232031779548,71.42667782445052,200.8484963198235,170.22845519294498,9.061630520158143,15.723817606786374,3.8345929999340127,50.72121100774593,56.83466965677104,47.97746025054205
2024-07-01 20:15:00,6.890335345123978,8.985649896067725,28.772072131175022,30.4881318814046,34.02011304697105,70.66171853497475,226.90814876403013,196.45811717290803,9.361266146764049,15.579270802346665,3.509494642011401,51.27421596202022,56.65997558480457,46.5813807018552
2024-07-01 20:30:00,7.169884291134498,8.739491586187484,28.065936304097715,29.17784086988496,33.309461954085045,71.89158247833582,178.01052449003984,147.74004697517162,9.320618082884764,15.458810802968436,3.491048629015006,51.19989476418044,56.51356463066591,46.49962623750635
2024-07-01 20:45:00,6.930915369795295,8.541766101562395,27.93517554119155,29.183689684175953,33.17612521194206,69.60669366156016,185.21760845225768,154.8191771610881,9.767634834341202,15.441877875938347,3.1889185808899976,52.00566279731719,56.492922903254666,45.11752901102179
2024-07-01 21:00:00,7.054478697365617,8.521656771010901,27.102209949502953,28.405996672262212,32.009061285750604,71.6297141631488,169.49346587991218,139.81922716463245,9.376303975169684,15.225996088421349,3.0719386516886864,51.30165670729111,56.22842415107381,44.55895618233653
2024-07-01 21:15:00,6.828552711719052,8.046699319148436,27.365140895978765,28.52620335810284,32.167833414956,74.70217756103752,145.1815619603733,115.98494480726356,9.21205262945596,14.893518415971542,3.0910461076822413,51.000327803117415,55.81613707199848,44.65115085292147
2024-07-01 21:30:00,6.858719848490985,7.785358951494988,27.188755277307266,28.5640055626568,31.79206537165483,70.93024113408251,118.07944747463358,88.99150003944298,9.316175379172035,14.924269595398526,2.8475024606200336,51.19175860443532,55.8545258538137,43.44624016569294
2024-07-01 21:45:00,6.967668667049752,7.839247323094938,27.167557425705994,27.37739693261308,31.71956706175157,75.21284343858574,113.67453270403608,84.33076701706086,9.394382136474512,15.224118491966852,2.725265058533864,51.33460658496097,56.22611278330626,42.815440044287094
2024-07-01 22:00:00,7.137912800172891,7.369523797655855,27.088885489739873,27.50605701549043,31.22914697955685,74.41537220722469,51.29283092015661,22.44689265183833,9.315084306545508,14.850043070568626,2.680810891204152,51.18976006945549,55.7617735836397,42.58136269294078
2024-07-01 22:15:00,7.0246980870374705,7.907949575223174,27.08813171016611,27.53256937292702,31.887318617008596,76.13776731842675,113.59104277529424,85.31806445811199,9.105784807055876,14.6517038523849,2.51548965774147,50.80346004570483,55.51240609781232,41.68741905163349
2024-07-01 22:30:00,6.8024878535410735,7.1961682735948065,26.274463916870637,26.520105898311343,30.215012654459205,76.00177255234458,65.73190472132039,37.73272659500676,8.894109140457157,14.45030786483156,2.6547611210249182,50.40670572238423,55.25688187581824,42.442990743020026
2024-07-01 22:45:00,7.071877918376151,7.175792185621866,26.911800837283938,27.552909680514684,31.16766077078208,73.28074232124978,38.508223726391186,10.032851309132717,9.091319558095652,14.736022782537384,2.6480300766254357,50.776544035808506,55.61869171660314,42.40708952867346
2024-07-01 23:00:00,7.0720108467457345,7.18089752095459,26.852631754576187,27.480605417677758,31.0709857161009,73.57899022107726,38.972253814588164,10.508172867775134,9.085930242281494,14.734141062754832,2.644009641776704,50.76645257424905,55.61632137443904,42.385304743349224
2024-07-01 23:15:00,7.072143775115317,7.186002856287316,26.793462671868433,27.408301154840835,30.974310661419715,73.87723812090476,39.436283902785135,10.98349442641755,9.080540926467336,14.732259342972279,2.6399892069279716,50.7563611126896,55.61395103227494,42.36351995802499
2024-07-01 23:30:00,7.072276703484901,7.191108191620041,26.734293589160682,27.33599689200391,30.877635606738533,74.17548602073225,39.90031399098211,11.45881598505997,9.07515161065318,14.730377623189725,2.6359687720792397,50.74626965113015,55.61158069011085,42.34173517270075
2024-07-01 23:45:00,7.072409631854485,7.196213526952766,26.675124506452928,27.263692629166986,30.780960552057348,74.47373392055975,40.364344079179084,11.934137543702386,9.069762294839022,14.728495903407172,2.6319483372305075,50.736178189570694,55.60921034794675,42.319950387376515
2024-07-02 00:00:00,,,,,,,,,,,,,,
2024-07-02 00:15:00,,,,,,,,,,,,,,
2024-07-02 00:30:00,,,,,,,,,,,,,,
2024-07-02 00:45:00,,,,,,,,,,,,,,
2024-07-02 01:00:00,,,,,,,,,,,,,,
2024-07-02 01:15:00,,,,,,,,,,,,,,
2024-07-02 01:30:00,,,,,,,,,,,,,,
2024-07-02 01:45:00,,,,,,,,,,,,,,
2024-07-02 02:00:00,,,,,,,,,,,,,,
2024-07-02 02:15:00,,,,,,,,,,,,,,
2024-07-02 02:30:00,,,,,,,,,,,,,,
2024-07-02 02:45:00,,,,,,,,,,,,,,
2024-07-02 03:00:00,,,,,,,,,,,,,,
2024-07-02 03:15:00,,,,,,,,,,,,,,
2024-07-02 03:30:00,,,,,,,,,,,,,,
2024-07-02 03:45:00,,,,,,,,,,,,,,
2024-07-02 04:00:00,,,,,,,,,,,,,,
2024-07-02 04:15:00,,,,,,,,,,,,,,
2024-07-02 04:30:00,,,,,,,,,,,,,,
2024-07-02 04:45:00,,,,,,,,,,,,,,
2024-07-02 05:00:00,,,,,,,,,,,,,,
2024-07-02 05:15:00,,,,,,,,,,,,,,
2024-07-02 05:30:00,,,,,,,,,,,,,,
2024-07-02 05:45:00,,,,,,,,,,,,,,
2024-07-02 06:00:00,7.075732841094069,7.323846910270892,25.19589743875912,25.456086058243866,28.364084185027764,81.92993141624707,51.96509628410345,23.817176509762817,8.93502939948508,14.681452908843346,2.531437466012207,50.483891650584376,55.54995179384432,41.7753307542706
2024-07-02 06:15:00,6.996057144110085,7.329519880321999,23.984063610520433,25.559527650970473,27.663449252927062,84.90039498697993,59.012457957929975,31.415829267623927,8.44662065706071,14.58344927472134,2.5665587585239944,49.54674867488016,55.426070866524,41.96764178960611
2024-07-02 06:30:00,7.011535656743508,7.2633006346694415,25.059425594034117,25.66296924369708,28.492931533080313,85.1835184011375,52.73689019516864,24.4269784497041,9.225770169847664,14.538468134547358,2.545673441069518,51.025629876293074,55.3690268507991,41.853494672559094
2024-07-02 06:45:00,6.927697393421935,7.284492058284218,25.50173351492963,25.930946470513287,28.892743615765564,85.84026030882647,62.86381279485096,34.56292080064797,9.183828946966438,14.552753696979158,2.5643093502573913,50.94818996290632,55.387156196824805,41.95537764375919
2024-07-02 07:00:00,6.984899819969066,7.581252186103533,24.632091970473525,25.37588076289791,28.326132577562777,81.72531284625234,85.8669116196508,57.201659133350496,9.03051812572041,14.954515077023515,2.6802192835563825,50.66309535115469,55.89223193381369,42.57823014409956
2024-07-02 07:15:00,7.061829748208253,8.192281549121121,25.59820968245614,26.31610536429691,29.209016471028733,82.02510134459979,139.91671649527862,110.58595775017945,9.708980535671698,14.922338135634543,2.699440073792946,51.90135634919078,55.8521162345277,42.67976893467289
2024-07-02 07:30:00,6.914604087151967,7.826287338737184,24.593412366163065,25.34246089886597,28.5620184100712,80.40807916146804,116.4870103203925,87.40015498806116,9.266775064376333,15.035486933530082,2.784593334424928,51.10111439225992,55.99292736590016,43.12390582958544
2024-07-02 07:45:00,7.055138890424456,8.012823915147006,25.89006534513642,27.192916950089007,29.531101578750143,79.78026143147616,120.776810160637,91.53297414766216,9.317831716494297,14.952308280630495,2.973696015850057,51.19479224547303,55.889482511252254,44.078792231893246
2024-07-02 08:00:00,7.145402442821126,8.363805991785515,25.410661839384748,26.584885041488363,29.280840996779155,75.90624413213393,147.99050444019167,117.65748988731303,9.755841623755272,15.367696451833982,3.2094764772893796,51.98472423362803,56.402315312233576,45.21427397652734
2024-07-02 08:15:00,6.808872895420233,8.428018851221184,25.743546507426824,27.200091372437697,30.0062729627597,77.64766529621699,182.8464893238502,152.97261163439478,9.278207734963503,15.28169558654465,3.3139743679472575,51.122120697440224,56.29690535724371,45.69975561110222
2024-07-02 08:30:00,6.947094527079699,8.545221599213164,26.57940496321632,27.9162278067589,30.74265812299847,78.18825685260975,179.94532079122632,149.65983045898685,9.179200609462812,15.51313225648666,3.593157466290001,50.93962980630057,56.579682483997054,46.948628801224025
2024-07-02 08:45:00,6.852816102221196,8.817104250423396,26.333376896381083,28.18275933751407,30.47820786002094,76.75358000894364,221.25424085123703,189.4490361586374,10.189056218978372,15.755959921092751,3.860188552528504,52.74307953245413,56.873370064544744,48.08397198125381
2024-07-02 09:00:00,7.0266312781523945,9.266648666283418,26.20826905399648,28.01652907121408,30.65201925635029,77.3303748770334,244.39249916125823,212.66437756221603,9.876996029197109,15.933433576621352,3.917691993223776,52.199032930861186,57.08611205377386,48.32155767523859
2024-07-02 09:15:00,6.901757160830976,9.112938248444207,26.35821814259832,28.27832746661655,30.850052435056533,74.71639032880542,243.30863148901184,211.0220616121671,10.196848338592051,16.173933404862048,3.915788133390592,52.75652126359182,57.37189890167674,48.31372888391407
2024-07-02 09:30:00,6.918024738866168,9.290231564205436,26.58038417170753,28.727269811307774,30.85310385964413,76.45453681033533,257.4097673887876,224.96831361377448,10.17008118202664,16.17227343954492,4.099099153441566,52.710318114445855,57.36993610103478,49.05616988043097
2024-07-02 09:45:00,6.98129174014652,9.382198863909537,27.259498455928256,29.45053558913616,31.58307134345442,72.06949565337143,255.12775834948704,222.7515642791425,9.677934280247303,16.24926688363064,4.44899290646658,51.84597589190139,57.460834839208616,50.41402824344199
2024-07-02 10:00:00,6.942861557745751,9.659167817982013,27.672444550376778,30.381634481757324,31.81568034314953,76.82474476963925,284.3815641092843,251.91192950163023,9.822313215527466,16.097594071285755,4.5497273208408,52.10252336092221,57.281493325913814,50.79168478923031
2024-07-02 10:15:00,7.028579797168476,10.001508496566448,27.211332433985906,30.011548131161444,31.519431479798794,73.3839633726247,311.3753618680203,277.9085884368752,10.218927274022349,16.59324998281091,4.654596174311838,52.79457119463198,57.86347249617844,51.178964979270205
2024-07-02 10:30:00,7.118313898846316,9.956567037704056,27.050926058765175,29.90317477654669,31.71265639495487,73.51458877869969,304.66341001924064,269.8425227814608,10.917783421388265,16.940651201233052,4.962452615158556,53.97164506657796,58.264502314587915,52.28329543844575
2024-07-02 10:45:00,7.097648154657574,10.492340938033667,27.444755036461245,30.43867129099105,32.06838694371969,74.05275932973728,356.00796459402466,321.1523806187124,10.91969083984901,16.682611304911596,5.253281830551682,53.97478796697542,57.96715927404048,53.28533855602358
2024-07-02 11:00:00,7.1082514486802175,10.180133922611637,28.02135478709864,31.092174703819285,32.612437913427,70.92852212545526,320.7596578553153,286.0311231272818,10.563492117754594,17.026977533581398,5.138065076697536,53.38140516186008,58.36330295037989,52.89289801526664
2024-07-02 11:15:00,7.061060750917791,10.592782257657095,28.219886966181647,31.32642608642068,32.7030251620321,71.38045038278366,364.1809871248605,328.97633231654646,10.724199432490607,17.092810287130234,5.387645088693229,53.65074923414764,58.438424439563626,53.735812782552806
2024-07-02 11:30:00,6.939745507432531,10.792990787707318,27.242586922048957,30.64125926176792,32.1868597929273,70.40278094095166,390.1328488174294,354.65018879215575,10.48360751970858,17.400103430147134,5.598949075417962,53.2465019526216,58.78654692973925,54.42933167285789
2024-07-02 11:45:00,6.99178168353757,11.009405000820369,27.418583840415145,30.586915413909335,32.327598033454876,69.95685678382574,407.9848461272995,372.1458900362472,10.82080431074551,17.193970785789976,5.824180994516726,53.81136537924796,58.55348326474088,55.149610583404865
2024-07-02 12:00:00,6.994595016735129,11.003344308511538,28.849290060114807,32.53990802724756,33.51038366229811,68.58600683489033,402.8822269222284,366.8456226052464,10.55683422862142,17.61446552356689,5.865304564793702,53.37018784320871,59.02697097368596,55.27910700873143
2024-07-02 12:15:00,7.078956810363835,11.421914088298752,28.07048184900522,31.662381415334274,32.915683803335455,68.25367431505859,439.9831077436421,403.21473494885294,11.144508502907875,17.86334068243733,5.7605236094439345,54.34269060669376,59.3036696532174,54.94794854541196
2024-07-02 12:30:00,7.10026181283269,11.111570974679172,28.40199879133427,31.96745961783012,33.59471652524935,68.86685068034485,401.5904413420292,364.8574154558008,10.582894099681234,17.976521721760136,6.173610064786983,53.414067075779606,59.428654206011075,56.23118394760227
