time,CHWS,CHWR,CHW_Flow,CHWP_Hz,CT_Hz,CWS,OA_Temp,RH,SYS_kW,CH_kW,CHWP_kW,CWP_kW,CT_kW
2024-07-11 21:45:00,7.0,12.0,1000.0,50.0,42.0,28.0,25.17157287525381,65.0,425.1715728752538,280.0,32.0,28.0,20.0
2024-07-11 22:00:00,7.0,12.0,1000.0,50.0,42.0,28.0,26.0,65.0,426.0,280.0,32.0,28.0,20.0
2024-07-11 22:15:00,7.0,12.0,1000.0,50.0,42.0,28.0,26.0,65.0,426.0,280.0,32.0,28.0,20.0
2024-07-11 22:30:00,7.0,12.0,1000.0,50.0,42.0,28.0,26.0,65.0,426.0,280.0,32.0,28.0,20.0
2024-07-11 22:45:00,7.0,12.0,1000.0,50.0,42.0,28.0,26.0,65.0,426.0,280.0,32.0,28.0,20.0
2024-07-11 23:00:00,7.0,12.0,1000.0,50.0,42.0,28.0,26.964723819589913,65.0,426.9647238195899,280.0,32.0,28.0,20.0
2024-07-11 23:15:00,7.0,12.0,1000.0,50.0,42.0,28.0,26.964723819589913,65.0,426.9647238195899,280.0,32.0,28.0,20.0
2024-07-11 23:30:00,7.0,12.0,1000.0,50.0,42.0,28.0,26.964723819589913,65.0,426.9647238195899,280.0,32.0,28.0,20.0
2024-07-11 23:45:00,7.0,12.0,1000.0,50.0,42.0,28.0,26.964723819589913,65.0,426.9647238195899,280.0,32.0,28.0,20.0
2024-07-12 00:00:00,7.0,12.0,1000.0,50.0,42.0,28.0,28.0,65.0,428.0,280.0,32.0,28.0,20.0
2024-07-12 00:15:00,7.0,12.0,1000.0,50.0,42.0,28.0,28.0,65.0,428.0,280.0,32.0,28.0,20.0
2024-07-12 00:30:00,7.0,12.0,1000.0,50.0,42.0,28.0,28.0,65.0,428.0,280.0,32.0,28.0,20.0
2024-07-12 00:45:00,7.0,12.0,1000.0,50.0,42.0,28.0,28.0,65.0,428.0,280.0,32.0,28.0,20.0
2024-07-12 01:00:00,7.0,12.0,1000.0,50.0,42.0,28.0,29.035276180410083,65.0,429.0352761804101,280.0,32.0,28.0,20.0
2024-07-12 01:15:00,7.0,12.0,1000.0,50.0,42.0,28.0,29.035276180410083,65.0,429.0352761804101,280.0,32.0,28.0,20.0
2024-07-12 01:30:00,7.0,12.0,1000.0,50.0,42.0,28.0,29.035276180410083,65.0,429.0352761804101,280.0,32.0,28.0,20.0
2024-07-12 01:45:00,7.0,12.0,1000.0,50.0,42.0,28.0,29.035276180410083,65.0,429.0352761804101,280.0,32.0,28.0,20.0
2024-07-12 02:00:00,7.0,12.0,1000.0,50.0,42.0,28.0,30.0,65.0,430.0,280.0,32.0,28.0,20.0
2024-07-12 02:15:00,7.0,12.0,1000.0,50.0,42.0,28.0,30.0,65.0,430.0,280.0,32.0,28.0,20.0
2024-07-12 02:30:00,7.0,12.0,1000.0,50.0,42.0,28.0,30.0,65.0,430.0,280.0,32.0,28.0,20.0
2024-07-12 02:45:00,7.0,12.0,1000.0,50.0,42.0,28.0,30.0,65.0,430.0,280.0,32.0,28.0,20.0
2024-07-12 03:00:00,7.0,12.0,1000.0,50.0,42.0,28.0,30.82842712474619,65.0,430.8284271247462,280.0,32.0,28.0,20.0
2024-07-12 03:15:00,7.0,12.0,1000.0,50.0,42.0,28.0,30.82842712474619,65.0,430.8284271247462,280.0,32.0,28.0,20.0
2024-07-12 03:30:00,7.0,12.0,1000.0,50.0,42.0,28.0,30.82842712474619,65.0,430.8284271247462,280.0,32.0,28.0,20.0
2024-07-12 03:45:00,7.0,12.0,1000.0,50.0,42.0,28.0,30.82842712474619,65.0,430.8284271247462,280.0,32.0,28.0,20.0
2024-07-12 04:00:00,7.0,12.0,1000.0,50.0,42.0,28.0,31.464101615137753,65.0,431.46410161513774,280.0,32.0,28.0,20.0
2024-07-12 04:15:00,7.0,12.0,1000.0,50.0,42.0,28.0,31.464101615137753,65.0,431.46410161513774,280.0,32.0,28.0,20.0
2024-07-12 04:30:00,7.0,12.0,1000.0,50.0,42.0,28.0,31.464101615137753,65.0,431.46410161513774,280.0,32.0,28.0,20.0
2024-07-12 04:45:00,7.0,12.0,1000.0,50.0,42.0,28.0,31.464101615137753,65.0,431.46410161513774,280.0,32.0,28.0,20.0
2024-07-12 05:00:00,7.0,12.0,1000.0,50.0,42.0,28.0,31.863703305156275,65.0,431.86370330515626,280.0,32.0,28.0,20.0
2024-07-12 05:15:00,7.0,12.0,1000.0,50.0,42.0,28.0,31.863703305156275,65.0,431.86370330515626,280.0,32.0,28.0,20.0
2024-07-12 05:30:00,7.0,12.0,1000.0,50.0,42.0,28.0,31.863703305156275,65.0,431.86370330515626,280.0,32.0,28.0,20.0
2024-07-12 05:45:00,7.0,12.0,1000.0,50.0,42.0,28.0,31.863703305156275,65.0,431.86370330515626,280.0,32.0,28.0,20.0
2024-07-12 06:00:00,7.0,12.0,1000.0,50.0,42.0,28.0,32.0,65.0,432.0,280.0,32.0,28.0,20.0
2024-07-12 06:15:00,7.0,12.0,1000.0,50.0,42.0,28.0,32.0,65.0,432.0,280.0,32.0,28.0,20.0
2024-07-12 06:30:00,7.0,12.0,1000.0,50.0,42.0,28.0,32.0,65.0,432.0,280.0,32.0,28.0,20.0
2024-07-12 06:45:00,7.0,12.0,1000.0,50.0,42.0,28.0,32.0,65.0,432.0,280.0,32.0,28.0,20.0
2024-07-12 07:00:00,7.0,12.0,1000.0,50.0,42.0,28.0,31.863703305156275,65.0,431.86370330515626,280.0,32.0,28.0,20.0
2024-07-12 07:15:00,7.0,12.0,1000.0,50.0,42.0,28.0,31.863703305156275,65.0,431.86370330515626,280.0,32.0,28.0,20.0
2024-07-12 07:30:00,7.0,12.0,1000.0,50.0,42.0,28.0,31.863703305156275,65.0,431.86370330515626,280.0,32.0,28.0,20.0
2024-07-12 07:45:00,7.0,12.0,1000.0,50.0,42.0,28.0,31.863703305156275,65.0,431.86370330515626,280.0,32.0,28.0,20.0
2024-07-12 08:00:00,7.0,12.0,1000.0,50.0,42.0,28.0,31.464101615137753,65.0,431.46410161513774,280.0,32.0,28.0,20.0
2024-07-12 08:15:00,7.0,12.0,1000.0,50.0,42.0,28.0,31.464101615137753,65.0,431.46410161513774,280.0,32.0,28.0,20.0
2024-07-12 08:30:00,7.0,12.0,1000.0,50.0,42.0,28.0,31.464101615137753,65.0,431.46410161513774,280.0,32.0,28.0,20.0
2024-07-12 08:45:00,7.0,12.0,1000.0,50.0,42.0,28.0,31.464101615137753,65.0,431.46410161513774,280.0,32.0,28.0,20.0
2024-07-12 09:00:00,7.0,12.0,1000.0,50.0,42.0,28.0,30.82842712474619,65.0,430.8284271247462,280.0,32.0,28.0,20.0
2024-07-12 09:15:00,7.0,12.0,1000.0,50.0,42.0,28.0,30.82842712474619,65.0,430.8284271247462,280.0,32.0,28.0,20.0
2024-07-12 09:30:00,7.0,12.0,1000.0,50.0,42.0,28.0,30.82842712474619,65.0,430.8284271247462,280.0,32.0,28.0,20.0
2024-07-12 09:45:00,7.0,12.0,1000.0,50.0,42.0,28.0,30.82842712474619,65.0,430.8284271247462,280.0,32.0,28.0,20.0
2024-07-12 10:00:00,7.0,12.0,1000.0,50.0,42.0,28.0,30.0,65.0,430.0,280.0,32.0,28.0,20.0
2024-07-12 10:15:00,7.0,12.0,1000.0,50.0,42.0,28.0,30.0,65.0,430.0,280.0,32.0,28.0,20.0
2024-07-12 10:30:00,7.0,12.0,1000.0,50.0,42.0,28.0,30.0,65.0,430.0,280.0,32.0,28.0,20.0
2024-07-12 10:45:00,7.0,12.0,1000.0,50.0,42.0,28.0,30.0,65.0,430.0,280.0,32.0,28.0,20.0
2024-07-12 11:00:00,7.0,12.0,1000.0,50.0,42.0,28.0,29.035276180410083,65.0,429.0352761804101,280.0,32.0,28.0,20.0
2024-07-12 11:15:00,7.0,12.0,1000.0,50.0,42.0,28.0,29.035276180410083,65.0,429.0352761804101,280.0,32.0,28.0,20.0
2024-07-12 11:30:00,7.0,12.0,1000.0,50.0,42.0,28.0,29.035276180410083,65.0,429.0352761804101,280.0,32.0,28.0,20.0
2024-07-12 11:45:00,7.0,12.0,1000.0,50.0,42.0,28.0,29.035276180410083,65.0,429.0352761804101,280.0,32.0,28.0,20.0
2024-07-12 12:00:00,7.0,12.0,1000.0,50.0,42.0,28.0,28.0,65.0,428.0,280.0,32.0,28.0,20.0
2024-07-12 12:15:00,7.0,12.0,1000.0,50.0,42.0,28.0,28.0,65.0,428.0,280.0,32.0,28.0,20.0
2024-07-12 12:30:00,7.0,12.0,1000.0,50.0,42.0,28.0,28.0,65.0,428.0,280.0,32.0,28.0,20.0
2024-07-12 12:45:00,7.0,12.0,1000.0,50.0,42.0,28.0,28.0,65.0,428.0,280.0,32.0,28.0,20.0
2024-07-12 13:00:00,7.0,12.0,1000.0,50.0,42.0,28.0,26.964723819589917,65.0,426.9647238195899,280.0,32.0,28.0,20.0
2024-07-12 13:15:00,7.0,12.0,1000.0,50.0,42.0,28.0,26.964723819589917,65.0,426.9647238195899,280.0,32.0,28.0,20.0
2024-07-12 13:30:00,7.0,12.0,1000.0,50.0,42.0,28.0,26.964723819589917,65.0,426.9647238195899,280.0,32.0,28.0,20.0
2024-07-12 13:45:00,7.0,12.0,1000.0,50.0,42.0,28.0,26.964723819589917,65.0,426.9647238195899,280.0,32.0,28.0,20.0
2024-07-12 14:00:00,7.0,12.0,1000.0,50.0,42.0,28.0,26.0,65.0,426.0,280.0,32.0,28.0,20.0
2024-07-12 14:15:00,7.0,12.0,1000.0,50.0,42.0,28.0,26.0,65.0,426.0,280.0,32.0,28.0,20.0
2024-07-12 14:30:00,7.0,12.0,1000.0,50.0,42.0,28.0,26.0,65.0,426.0,280.0,32.0,28.0,20.0
2024-07-12 14:45:00,7.0,12.0,1000.0,50.0,42.0,28.0,26.0,65.0,426.0,280.0,32.0,28.0,20.0
2024-07-12 15:00:00,7.0,12.0,1000.0,50.0,42.0,28.0,25.171572875253812,65.0,425.1715728752538,280.0,32.0,28.0,20.0
2024-07-12 15:15:00,7.0,12.0,1000.0,50.0,42.0,28.0,25.171572875253812,65.0,425.1715728752538,280.0,32.0,28.0,20.0
2024-07-12 15:30:00,7.0,12.0,1000.0,50.0,42.0,28.0,25.171572875253812,65.0,425.1715728752538,280.0,32.0,28.0,20.0
2024-07-12 15:45:00,7.0,12.0,1000.0,50.0,42.0,28.0,25.171572875253812,65.0,425.1715728752538,280.0,32.0,28.0,20.0
